doc_id,termo_id,categoria,campo_cadastro,termo_pt,termo_en,abreviacao_pt,abreviacao_en,campo_texto,fonte_documental,idioma_declarado,idioma_detectado,data_extracao_glossario,data_processamento,glossario_versao,pipeline_versao,texto_bruto,texto_normalizado,tokens_lematizados,num_tokens_brutos,num_tokens_lematizados,entidades_detectadas,campos_extraidos,termos_relacionados,abrevs_encontradas,abrevs_expandidas,stopwords_removidas,unidade,norma_referencia,regra_normalizacao
CORP-0351,AC002,acionamento_controle,tipo_partida,Soft-Starter,Soft Starter,SS,SS,observacoes_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Diferente do inversor de frequência (SI005): soft-starter não controla velocidade em regime permanente.,Diferente do inversor de frequência (SI005): soft-starter não controla velocidade em regime permanente.,diferente | do | inversor | de | frequência | SI005 | soft-starter | não | controla | velocidade | em | regime | permanente,13,13,SI005,{'codigo_evento': 5.0},AC002 | SI005 | GE004,0,0,0,-,IEC 60947-4-2,"Normalizar: soft starter | soft-starter | SS | partida suave → tipo_partida. Valor canônico: ""soft_starter"". Registrar fabricante, modelo e parâmetros configurados (rampa de aceleração em s, tensão inicial %)."
CORP-0352,AC002,acionamento_controle,tipo_partida,Soft-Starter,Soft Starter,SS,SS,ambiguidades,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Soft-starter reduz corrente de partida mas não controla velocidade em regime — difere fundamentalmente do VFD (inversor). Ao documentar acionamento, distinguir: soft_starter (apenas partida) vs. vfd (controle contínuo de velocidade).","Soft-starter reduz corrente de partida mas não controla velocidade em regime — difere fundamentalmente do Inversor de Frequência (inversor). Ao documentar acionamento, distinguir: soft_starter (apenas partida) vs. Inversor de Frequência (controle contínuo de velocidade).","soft-starter | reduz | corrente | de | partida | mas | não | controla | velocidade | em | regime | difere | fundamentalmente | do | inversor | de | frequência | (inversor). | documentar | acionamento, | distinguir: | soft_starter | (apenas | partida) | vs. | inversor | de | frequência | (controle | contínuo | de | velocidade).",29,32,,{},SI005 | GE013 | AC002 | EL001 | GE002,2,2,1,-,IEC 60947-4-2,"Normalizar: soft starter | soft-starter | SS | partida suave → tipo_partida. Valor canônico: ""soft_starter"". Registrar fabricante, modelo e parâmetros configurados (rampa de aceleração em s, tensão inicial %)."
CORP-0353,AC003,acionamento_controle,localizacao_ccm,Centro de Controle de Motores,Motor Control Center,CCM,MCC,definicao_pt,ficha_cadastro_ativo,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Conjunto de painéis elétricos que abriga dispositivos de proteção, medição e controle de motores industriais (disjuntores, contatores, relés, medidores, CLPs). Centraliza o acionamento e monitoramento dos ativos.","Conjunto de painéis elétricos que abriga dispositivos de proteção, medição e controle de motores industriais (disjuntores, contatores, relés, medidores, CLPs). Centraliza o acionamento e monitoramento dos ativos.",conjunto | de | painéis | elétricos | abriga | dispositivos | de | proteção | medição | controle | de | motor | industrial | disjuntor | contator | relés | medidor | clps | centraliza | acionamento | monitoramento | ativos,24,22,,{},,0,0,2,-,IEC 61439-1 | NEMA ICS 18 | NBR IEC 61439,Normalizar: CCM | MCC | centro controle motores | motor control center → localizacao_ccm. Registrar designação do CCM (ex.: CCM-01A) e seção/cubículo (ex.: CCM-01A-C12). IEC 61439-1.
CORP-0354,AC003,acionamento_controle,localizacao_ccm,Centro de Controle de Motores,Motor Control Center,CCM,MCC,definicao_en,ficha_cadastro_ativo,en,en,2026-04-29,2026-05-09,v5,v1.0,"Assembly of electrical panels housing protection, measurement and control devices for industrial motors (breakers, contactors, relays, meters, PLCs). Centralizes asset actuation and monitoring.","Assembly of electrical panels housing protection, measurement and control devices for industrial motors (breakers, contactors, relays, meters, PLCs). Centralizes asset actuation and monitoring.",assembly | electrical | panel | hous | protection | measurement | and | control | devic | industrial | motor | breaker | contactor | relay | meter | plcs | centraliz | asset | actuation | and | monitor,23,21,,{},,0,0,2,-,IEC 61439-1 | NEMA ICS 18 | NBR IEC 61439,Normalizar: CCM | MCC | centro controle motores | motor control center → localizacao_ccm. Registrar designação do CCM (ex.: CCM-01A) e seção/cubículo (ex.: CCM-01A-C12). IEC 61439-1.
CORP-0355,AC003,acionamento_controle,localizacao_ccm,Centro de Controle de Motores,Motor Control Center,CCM,MCC,observacoes_pt,ficha_cadastro_ativo,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Localização do CCM é campo de cadastro relevante para rastreabilidade no digital twin.,Localização do Centro de Controle de Motores é campo de cadastro relevante para rastreabilidade no digital twin.,localização | do | centro | de | controle | de | motor | campo | de | cadastro | relevante | rastreabilidade | digital | twin,12,14,,{},AC003 | SI008,1,1,2,-,IEC 61439-1 | NEMA ICS 18 | NBR IEC 61439,Normalizar: CCM | MCC | centro controle motores | motor control center → localizacao_ccm. Registrar designação do CCM (ex.: CCM-01A) e seção/cubículo (ex.: CCM-01A-C12). IEC 61439-1.
CORP-0356,AC003,acionamento_controle,localizacao_ccm,Centro de Controle de Motores,Motor Control Center,CCM,MCC,ambiguidades,ficha_cadastro_ativo,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"""CCM"" pode ser Centro de Controle de Motores ou Controle de Ciclo de Máquina (em alguns sistemas SCADA) — no contexto de localização elétrica: CCM = Motor Control Center (MCC).","""CCM"" pode ser Centro de Controle de Motores ou Controle de Ciclo de Máquina (em alguns sistemas SCADA) — no contexto de localização elétrica: Centro de Controle de Motores = Motor Control Center (MCC).","""ccm"" | pode | centro | de | controle | de | motor | controle | de | ciclo | de | máquina | (em | alguns | sistemas | scada) | contexto | de | localização | elétrica: | centro | de | controle | de | motor | motor | control | center | (mcc).",28,29,,{},AC003,1,1,3,-,IEC 61439-1 | NEMA ICS 18 | NBR IEC 61439,Normalizar: CCM | MCC | centro controle motores | motor control center → localizacao_ccm. Registrar designação do CCM (ex.: CCM-01A) e seção/cubículo (ex.: CCM-01A-C12). IEC 61439-1.
CORP-0357,EL001,eventos_logs,tipo_evento,Alarme,Alarm,ALM,ALM,definicao_pt,registro_operacional,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Sinal automático gerado quando um parâmetro operacional ultrapassa um limiar configurado. Indica condição anormal que requer atenção do operador, sem necessidade de desligamento imediato.","Sinal automático gerado quando um parâmetro operacional ultrapassa um limiar configurado. Indica condição anormal que requer atenção do operador, sem necessidade de desligamento imediato.",sinal | automático | gerado | quar | parâmetro | operacional | ultrapassa | limiar | configurado | indica | condição | anormal | requer | atenção | do | operador | sem | necessidade | de | desligamento | imediato,24,21,,{},EL007,0,0,3,-,IEC 62682 | ISA 18.2 | ISO 13379,"Normalizar: alarme | alarm | ALM | alert → tipo_evento. Severidade ISA 18.2: critico | alto | medio | baixo. Formato: ALARME_[SEVERIDADE]_[TAG]_[YYYY-MM-DDThh:mm:ssZ]. Normalizar ""alert"" → ""alarme""."
CORP-0358,EL001,eventos_logs,tipo_evento,Alarme,Alarm,ALM,ALM,definicao_en,registro_operacional,en,misto,2026-04-29,2026-05-09,v5,v1.0,"Automatic signal generated when an operational parameter exceeds a configured threshold. Indicates abnormal condition requiring operator attention, without immediate shutdown.","Automatic signal generated when an operational parameter exceeds a configured Setpoint Indicates abnormal condition requiring operator attention, without immediate shutdown.",automatic | signal | generated | operational | parameter | exceeds | configured | Setpoint | indicates | abnormal | condition | requiring | operator | attention | without | immediate | shutdown,19,17,,{},EL007,1,1,2,-,IEC 62682 | ISA 18.2 | ISO 13379,"Normalizar: alarme | alarm | ALM | alert → tipo_evento. Severidade ISA 18.2: critico | alto | medio | baixo. Formato: ALARME_[SEVERIDADE]_[TAG]_[YYYY-MM-DDThh:mm:ssZ]. Normalizar ""alert"" → ""alarme""."
CORP-0359,EL001,eventos_logs,tipo_evento,Alarme,Alarm,ALM,ALM,observacoes_pt,registro_operacional,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Hierarquia típica: Informação → Aviso → Alarme → Trip. Registrar com timestamp ISO 8601 e TAG do ativo.,Hierarquia típica: Informação → Alarme → Alarme → Desarme Registrar com timestamp ISO 8601 e TAG do ativo.,hierarquia | típica | informação | alarme | alarme | desarme | registrar | timestamp | iso | 8601 | TAG | do | ativo,14,13,ISO 8601,{'norma_referencia': 'ISO 8601'},TN001 | EL002 | EL006 | EL001,3,3,1,-,IEC 62682 | ISA 18.2 | ISO 13379,"Normalizar: alarme | alarm | ALM | alert → tipo_evento. Severidade ISA 18.2: critico | alto | medio | baixo. Formato: ALARME_[SEVERIDADE]_[TAG]_[YYYY-MM-DDThh:mm:ssZ]. Normalizar ""alert"" → ""alarme""."
CORP-0360,EL001,eventos_logs,tipo_evento,Alarme,Alarm,ALM,ALM,ambiguidades,registro_operacional,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"""Alarme"" ISA 18.2 exige ação do operador; ""notificação"" é informativa sem ação requerida — registrar tipo_evento corretamente: alarme ≠ notificação; impacta KPIs de gestão de alarmes.","""Alarme"" ISA 18.2 exige ação do operador; ""notificação"" é informativa sem ação requerida — registrar Intertravamento corretamente: alarme ≠ notificação; impacta KPIs de gestão de alarmes.","""alarme"" | isa | 18.2 | exige | ação | do | operador; | ""notificação"" | informativa | sem | ação | requerida | registrar | intertravamento | corretamente: | alarme | notificação; | impacta | kpis | de | gestão | de | alarmes.",23,23,,{},EL001,1,1,0,-,IEC 62682 | ISA 18.2 | ISO 13379,"Normalizar: alarme | alarm | ALM | alert → tipo_evento. Severidade ISA 18.2: critico | alto | medio | baixo. Formato: ALARME_[SEVERIDADE]_[TAG]_[YYYY-MM-DDThh:mm:ssZ]. Normalizar ""alert"" → ""alarme""."
CORP-0361,EL002,eventos_logs,tipo_evento,Desarme,Trip,TRIP,TRIP,definicao_pt,registro_operacional,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Desligamento automático do motor por atuação de dispositivo de proteção (relé, inversor, CLP) quando um parâmetro excede limite crítico. Requer investigação de causa-raiz antes de religamento.","Desligamento automático do motor por atuação de dispositivo de proteção (relé, inversor, CLP) quando um parâmetro excede limite crítico. Requer investigação de causa-raiz antes de religamento.",desligamento | automático | do | motor | atuação | de | dispositivo | de | proteção | relé | inversor | clp | quar | parâmetro | excede | limite | crítico | requer | investigação | de | causa-raiz | de | religamento,26,23,,{},TM001,0,0,3,-,IEC 60255 | IEC 60947-4-1 | ISA 18.2,"Normalizar: desarme | trip | TRIP | fault trip | disparo → tipo_evento. Registrar código de causa (ANSI function number), timestamp ISO 8601 e corrente no momento do desarme. Normalizar ""trip"" → ""desarme""."
CORP-0362,EL002,eventos_logs,tipo_evento,Desarme,Trip,TRIP,TRIP,definicao_en,registro_operacional,en,misto,2026-04-29,2026-05-09,v5,v1.0,"Automatic motor shutdown triggered by a protection device (relay, drive, PLC) when a parameter exceeds a critical limit. Requires root cause investigation before restart.","Automatic motor shutdown triggered by a protection device (relay, Inversor de Frequência PLC) when a parameter exceeds a critical limit. Requires root cause investigation before restart.",automatic | motor | shutdown | triggered | protection | device | relay | inversor | de | frequência | plc | parameter | exceeds | critical | limit | requir | root | cause | investigation | before | restart,21,21,,{},SI005 | TM001,1,1,2,-,IEC 60255 | IEC 60947-4-1 | ISA 18.2,"Normalizar: desarme | trip | TRIP | fault trip | disparo → tipo_evento. Registrar código de causa (ANSI function number), timestamp ISO 8601 e corrente no momento do desarme. Normalizar ""trip"" → ""desarme""."
CORP-0363,EL002,eventos_logs,tipo_evento,Desarme,Trip,TRIP,TRIP,observacoes_pt,registro_operacional,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Causas comuns: sobrecorrente, sobretemperatura, falta de fase, isolamento, subtensão. Diferente de alarme: o trip desliga imediatamente.","Causas comuns: sobrecorrente, sobretemperatura, falta de fase, isolamento, subtensão. Diferente de alarme: o Desarme desliga imediatamente.",causas | comuns | sobrecorrente | sobretemperatura | falta | de | fase | isolamento | subtensão | diferente | de | alarme | desarme | desliga | imediatamente,15,15,,{},TF009 | TF011 | EL002 | GM005 | TF013 | EL001 | GE002 | GE001,1,1,0,-,IEC 60255 | IEC 60947-4-1 | ISA 18.2,"Normalizar: desarme | trip | TRIP | fault trip | disparo → tipo_evento. Registrar código de causa (ANSI function number), timestamp ISO 8601 e corrente no momento do desarme. Normalizar ""trip"" → ""desarme""."
CORP-0364,EL002,eventos_logs,tipo_evento,Desarme,Trip,TRIP,TRIP,ambiguidades,registro_operacional,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"""Trip"" pode ser desarme de proteção elétrica (relé) ou parada de emergência (E-stop) — registrar origem: ""trip_protecao"" (relé 49/50/51 etc.) vs. ""parada_emergencia"" (botão E-stop ou SIS).","""Trip"" pode ser desarme de proteção elétrica (relé) ou parada de emergência (E-stop) — registrar origem: ""trip_protecao"" (relé 49/50/51 etc.) vs. ""parada_emergencia"" (botão E-stop ou SIS).","""trip"" | pode | desarme | de | proteção | elétrica | (relé) | parada | de | emergência | (e-stop) | registrar | origem: | ""trip_protecao"" | (relé | 49/50/51 | etc.) | vs. | ""parada_emergencia"" | (botão | e-stop | sis).",25,22,,{},EL002,0,0,3,-,IEC 60255 | IEC 60947-4-1 | ISA 18.2,"Normalizar: desarme | trip | TRIP | fault trip | disparo → tipo_evento. Registrar código de causa (ANSI function number), timestamp ISO 8601 e corrente no momento do desarme. Normalizar ""trip"" → ""desarme""."
CORP-0365,EL003,eventos_logs,status_operacional,Status Operacional,Operational Status,STATUS,STATUS,definicao_pt,registro_operacional,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Campo de log com o estado atual do motor. Valores: Em operação, Parado, Em manutenção, Indisponível, Em alarme, Em falha. Essencial para cálculo de disponibilidade, MTBF e MTTR.","Campo de log com o estado atual do motor. Valores: Em operação, Parado, Em manutenção, Indisponível, Em alarme, Em falha. Essencial para cálculo de Status Operacional MTBF e MTTR",campo | de | log | estado | atual | do | motor | valor | em | operação | parado | em | manutenção | indisponível | em | alarme | em | falha | essencial | cálculo | de | Status | operacional | MTBF | MTTR,26,25,,{},EL001 | EL003 | MP007 | MP006,3,3,2,-,ISO 14224 | IEC 62890,Normalizar: status | estado | state | operando | parado | em falha → status_operacional. Valores canônicos: operando | parado | em_falha | em_manutencao | standby | partindo | desacelerando.
CORP-0366,EL003,eventos_logs,status_operacional,Status Operacional,Operational Status,STATUS,STATUS,definicao_en,registro_operacional,en,en,2026-04-29,2026-05-09,v5,v1.0,"Log field with motor current state. Values: Running, Stopped, Under maintenance, Unavailable, In alarm, In fault. Essential for availability, MTBF and MTTR calculation.","Log field with motor current state. Values: Running, Stopped, Under maintenance, Unavailable, In alarm, In fault. Essential for availability, MTBF and MTTR calculation.",log | field | with | motor | current | state | value | runn | stopp | under | maintenance | unavailable | alarm | fault | essential | availability | MTBF | and | MTTR | calculation,23,20,,{},EL001 | GE002 | MP007 | MP006,2,2,3,-,ISO 14224 | IEC 62890,Normalizar: status | estado | state | operando | parado | em falha → status_operacional. Valores canônicos: operando | parado | em_falha | em_manutencao | standby | partindo | desacelerando.
CORP-0367,EL003,eventos_logs,status_operacional,Status Operacional,Operational Status,STATUS,STATUS,observacoes_pt,registro_operacional,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Registrar com timestamp ISO 8601 e TAG do ativo. Variável de contexto em modelos de PLN.,Registrar com timestamp ISO 8601 e TAG do ativo. Variável de contexto em modelos de PLN.,registrar | timestamp | iso | 8601 | TAG | do | ativo | variável | de | contexto | em | modelos | de | pln,15,14,ISO 8601,{'norma_referencia': 'ISO 8601'},TN001 | EL006 | TN004,1,1,1,-,ISO 14224 | IEC 62890,Normalizar: status | estado | state | operando | parado | em falha → status_operacional. Valores canônicos: operando | parado | em_falha | em_manutencao | standby | partindo | desacelerando.
CORP-0368,EL003,eventos_logs,status_operacional,Status Operacional,Operational Status,STATUS,STATUS,ambiguidades,registro_operacional,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"""Parado"" pode ser parada programada (shutdown) ou parada por falha (fault trip) — usar valores distintos: ""parado_programado"" vs. ""parado_falha"" para diferenciar causas no pipeline de dados.","""Parado"" pode ser parada programada (shutdown) ou parada por falha (fault trip) — usar valores distintos: ""parado_programado"" vs. ""parado_falha"" para diferenciar causas no pipeline de dados.","""parado"" | pode | parada | programada | (shutdown) | parada | falha | (fault | trip) | usar | valor | distintos: | ""parado_programado"" | vs. | ""parado_falha"" | diferenciar | causas | pipeline | de | dados.",25,20,,{},EL002,0,0,5,-,ISO 14224 | IEC 62890,Normalizar: status | estado | state | operando | parado | em falha → status_operacional. Valores canônicos: operando | parado | em_falha | em_manutencao | standby | partindo | desacelerando.
CORP-0369,EL004,eventos_logs,numero_ordem_servico,Ordem de Serviço,Work Order,OS,WO,definicao_pt,registro_operacional,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Documento ou registro digital que formaliza atividades de manutenção em um ativo. Contém: TAG do ativo, tipo de manutenção, descrição, data, técnico, peças e resultado. Fonte primária de corpus para PLN.","Documento ou registro digital que formaliza atividades de manutenção em um ativo. Contém: TAG do ativo, tipo de manutenção, descrição, data, técnico, peças e resultado. Fonte primária de corpus para PLN.",documento | registro | digital | formaliza | atividade | de | manutenção | em | ativo | contém | TAG | do | ativo | tipo | de | manutenção | descrição | data | técnico | peças | resultado | fonte | primária | de | corpus | pln,30,26,,{},TN001,1,1,4,-,ISO 14224 | ISO 55000 | IEC 62890,Normalizar: OS | WO | ordem serviço | work order | SAP WO → numero_ordem_servico. Formato SAP PM: 8 dígitos numéricos. Normalizar: remover prefixos e zeros à esquerda não significativos.
CORP-0370,EL004,eventos_logs,numero_ordem_servico,Ordem de Serviço,Work Order,OS,WO,definicao_en,registro_operacional,en,en,2026-04-29,2026-05-09,v5,v1.0,"Document or digital record formalizing maintenance activities on an asset. Contains: asset TAG, maintenance type, description, date, technician, parts and result. Primary NLP corpus source.","Document or digital record formalizing maintenance activities on an asset. Contains: asset TAG maintenance type, description, date, technician, parts and result. Primary NLP corpus source.",document | or | digital | record | formaliz | maintenance | activity | asset | contain | asset | TAG | maintenance | type | description | date | technician | part | and | result | primary | nlp | corpu | source,25,23,,{},TN001,1,1,2,-,ISO 14224 | ISO 55000 | IEC 62890,Normalizar: OS | WO | ordem serviço | work order | SAP WO → numero_ordem_servico. Formato SAP PM: 8 dígitos numéricos. Normalizar: remover prefixos e zeros à esquerda não significativos.
CORP-0371,EL004,eventos_logs,numero_ordem_servico,Ordem de Serviço,Work Order,OS,WO,observacoes_pt,registro_operacional,pt,pt,2026-04-29,2026-05-09,v5,v1.0,A descrição textual da OS requer normalização de abreviações e padronização de vocabulário técnico.,A descrição textual da Ordem de Serviço requer normalização de abreviações e padronização de vocabulário técnico.,a | descrição | textual | ordem | de | serviço | requer | normalização | de | abreviações | padronização | de | vocabulário | técnico,13,14,,{},,1,1,1,-,ISO 14224 | ISO 55000 | IEC 62890,Normalizar: OS | WO | ordem serviço | work order | SAP WO → numero_ordem_servico. Formato SAP PM: 8 dígitos numéricos. Normalizar: remover prefixos e zeros à esquerda não significativos.
CORP-0372,EL004,eventos_logs,numero_ordem_servico,Ordem de Serviço,Work Order,OS,WO,ambiguidades,registro_operacional,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"""OS"" pode ser Ordem de Serviço ou Operating System — contexto manutenção industrial: OS = Ordem de Serviço (Work Order). Usar ""numero_ordem_servico"" para desambiguar em integrações de dados.","""OS"" pode ser Ordem de Serviço ou Operating System — contexto manutenção industrial: Ordem de Serviço = Ordem de Serviço (Work Order). Usar ""numero_ordem_servico"" para desambiguar em integrações de dados.","""os"" | pode | ordem | de | serviço | operating | system | contexto | manutenção | industrial: | ordem | de | serviço | ordem | de | serviço | (work | order). | usar | ""numero_ordem_servico"" | desambiguar | em | integrações | de | dados.",26,25,,{},EL004,1,1,3,-,ISO 14224 | ISO 55000 | IEC 62890,Normalizar: OS | WO | ordem serviço | work order | SAP WO → numero_ordem_servico. Formato SAP PM: 8 dígitos numéricos. Normalizar: remover prefixos e zeros à esquerda não significativos.
CORP-0373,EL005,eventos_logs,tipo_evento,Intertravamento,Interlock,INTLK,INTLK,definicao_pt,registro_operacional,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Condição lógica de segurança que impede a partida ou causa o desligamento do motor quando condições de processo ou segurança não são satisfeitas (ex.: nível baixo de óleo, porta aberta, equipamento associado em falha).","Condição lógica de segurança que impede a partida ou causa o desligamento do motor quando condições de processo ou segurança não são satisfeitas (ex.: nível baixo de óleo, porta aberta, equipamento associado em falha).",condição | lógica | de | segurança | impede | partida | causa | desligamento | do | motor | quar | condições | de | processo | segurança | não | são | satisfeitas | ex | nível | baixo | de | óleo | porta | aberta | equipamento | associado | em | falha,32,29,,{},,0,0,3,-,IEC 61511 | IEC 62061 | ISO 13849,"Normalizar: intertravamento | interlock | IL | bloqueio → tipo_evento. Registrar TAG do intertravamento, condição lógica (ex.: bomba B parada → motor A bloqueado) e origem (SIS | BPCS | hardware)."
CORP-0374,EL005,eventos_logs,tipo_evento,Intertravamento,Interlock,INTLK,INTLK,definicao_en,registro_operacional,en,en,2026-04-29,2026-05-09,v5,v1.0,"Safety logic condition preventing motor start or causing shutdown when process or safety conditions are not met (e.g.: low oil level, open door, associated equipment in fault).","Safety logic condition preventing motor start or causing shutdown when process or safety conditions are not met (e.g.: low oil level, open door, associated equipment in fault).",safety | logic | condition | prevent | motor | start | or | caus | shutdown | proces | or | safety | condition | not | met | e.g | low | oil | level | open | door | associat | equipment | fault,27,24,,{},,0,0,3,-,IEC 61511 | IEC 62061 | ISO 13849,"Normalizar: intertravamento | interlock | IL | bloqueio → tipo_evento. Registrar TAG do intertravamento, condição lógica (ex.: bomba B parada → motor A bloqueado) e origem (SIS | BPCS | hardware)."
CORP-0375,EL005,eventos_logs,tipo_evento,Intertravamento,Interlock,INTLK,INTLK,observacoes_pt,registro_operacional,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Intertravamentos devem ser documentados no cadastro do ativo e registrados nos logs com causa e estado.,Intertravamentos devem ser documentados no cadastro do ativo e registrados nos logs com causa e estado.,intertravamento | devem | documentados | cadastro | do | ativo | registrados | logs | causa | estado,14,10,,{},EL005,0,0,4,-,IEC 61511 | IEC 62061 | ISO 13849,"Normalizar: intertravamento | interlock | IL | bloqueio → tipo_evento. Registrar TAG do intertravamento, condição lógica (ex.: bomba B parada → motor A bloqueado) e origem (SIS | BPCS | hardware)."
CORP-0376,EL005,eventos_logs,tipo_evento,Intertravamento,Interlock,INTLK,INTLK,ambiguidades,registro_operacional,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"""Intertravamento"" de segurança (SIS – IEC 61511) difere de intertravamento de processo (BPCS) — registrar origem do intertravamento para classificação de criticidade de segurança funcional.","""Intertravamento"" de segurança (SIS – IEC 61511) difere de intertravamento de processo (BPCS) — registrar origem do intertravamento para classificação de criticidade de segurança funcional.","""intertravamento"" | de | segurança | (sis | iec | 61511) | difere | de | intertravamento | de | processo | (bpcs) | registrar | origem | do | intertravamento | classificação | de | criticidade | de | segurança | funcional.",23,22,IEC 61511,{'norma_referencia': 'IEC 61511'},EL005,0,0,1,-,IEC 61511 | IEC 62061 | ISO 13849,"Normalizar: intertravamento | interlock | IL | bloqueio → tipo_evento. Registrar TAG do intertravamento, condição lógica (ex.: bomba B parada → motor A bloqueado) e origem (SIS | BPCS | hardware)."
CORP-0377,EL006,eventos_logs,timestamp_evento,Timestamp,Timestamp,TS,TS,definicao_pt,registro_operacional,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Registro automático da data e hora exata de um evento, alarme, medição ou mudança de status. Deve seguir o padrão ISO 8601 (ex.: 2026-04-29T14:32:05Z) para interoperabilidade.","Registro automático da data e hora exata de um evento, alarme, medição ou mudança de Status Operacional Deve seguir o padrão ISO 8601 (ex.: 2026-04-29T14:32:05Z) para interoperabilidade.",registro | automático | data | hora | exata | de | evento | alarme | medição | mudança | de | Status | operacional | deve | seguir | padrão | iso | 8601 | ex | 2026-04-29t14 | 32 | 05z | interoperabilidade,26,23,2026-04-29T14:32:05 | ISO 8601,"{'timestamp': '2026-04-29T14:32:05', 'norma_referencia': 'ISO 8601'}",EL001 | EL003 | EL008,1,1,4,ISO 8601,ISO 8601 | IEC 61850 | ISO 14224,Normalizar: timestamp | ts | datetime | data hora | time → timestamp_evento. Formato obrigatório: ISO 8601 com fuso horário — YYYY-MM-DDThh:mm:ss±hh:mm. Para UTC: ...Z. Normalizar timestamps sem fuso para UTC−3 (horário de Brasília).
CORP-0378,EL006,eventos_logs,timestamp_evento,Timestamp,Timestamp,TS,TS,definicao_en,registro_operacional,en,en,2026-04-29,2026-05-09,v5,v1.0,"Automatic record of exact date and time of an event, alarm, measurement or status change. Must follow ISO 8601 standard (e.g.: 2026-04-29T14:32:05Z) for interoperability.","Automatic record of exact date and time of an event, alarm, measurement or Status Operacional change. Must follow ISO 8601 standard (e.g.: 2026-04-29T14:32:05Z) for interoperability.",automatic | record | exact | date | and | time | event | alarm | measurement | or | Status | operacional | change | follow | iso | 8601 | standard | e.g | 2026-04-29t14 | 32 | 05z | interoperability,26,22,2026-04-29T14:32:05 | ISO 8601,"{'timestamp': '2026-04-29T14:32:05', 'norma_referencia': 'ISO 8601'}",GE008 | EL003 | EL001,1,1,5,ISO 8601,ISO 8601 | IEC 61850 | ISO 14224,Normalizar: timestamp | ts | datetime | data hora | time → timestamp_evento. Formato obrigatório: ISO 8601 com fuso horário — YYYY-MM-DDThh:mm:ss±hh:mm. Para UTC: ...Z. Normalizar timestamps sem fuso para UTC−3 (horário de Brasília).
CORP-0379,EL006,eventos_logs,timestamp_evento,Timestamp,Timestamp,TS,TS,observacoes_pt,registro_operacional,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Campo obrigatório em todos os registros de log. Usar UTC ou UTC offset explícito.,Campo obrigatório em todos Ordem de Serviço registros de log. Usar UTC ou UTC offset explícito.,campo | obrigatório | em | ordem | de | serviço | registros | de | log | usar | utc | utc | offset | explícito,14,14,,{},,1,1,2,ISO 8601,ISO 8601 | IEC 61850 | ISO 14224,Normalizar: timestamp | ts | datetime | data hora | time → timestamp_evento. Formato obrigatório: ISO 8601 com fuso horário — YYYY-MM-DDThh:mm:ss±hh:mm. Para UTC: ...Z. Normalizar timestamps sem fuso para UTC−3 (horário de Brasília).
CORP-0380,EL006,eventos_logs,timestamp_evento,Timestamp,Timestamp,TS,TS,ambiguidades,registro_operacional,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Timestamps sem fuso horário são ambíguos em plantas com operação 24h e fuso variável — adotar UTC como padrão de armazenamento; exibir em horário local apenas na camada de apresentação.,Timestamps sem fuso horário são ambíguos em plantas com operação 24h e fuso variável — adotar UTC como padrão de armazenamento; exibir em horário local apenas na camada de apresentação.,timestamps | sem | fuso | horário | são | ambíguos | em | plantas | operação | 24h | fuso | variável | adotar | utc | padrão | de | armazenamento; | exibir | em | horário | local | apenas | camada | de | apresentação.,28,25,,{},EL008 | EL006,0,0,3,ISO 8601,ISO 8601 | IEC 61850 | ISO 14224,Normalizar: timestamp | ts | datetime | data hora | time → timestamp_evento. Formato obrigatório: ISO 8601 com fuso horário — YYYY-MM-DDThh:mm:ss±hh:mm. Para UTC: ...Z. Normalizar timestamps sem fuso para UTC−3 (horário de Brasília).
