id,categoria,termo_pt,termo_en,abreviacao_pt,abreviacao_en,sinonimos_pt,sinonimos_en,unidade,definicao_pt,definicao_en,valores_tipicos,norma_referencia,campo_cadastro,observacoes_pt,observacoes_en,data_extracao,idioma,fonte_documental,regra_normalizacao,ambiguidades,relacao_pai,relacoes_filhos,relacoes_relacionados
SI006,sensores_instrumentacao,Relé de Proteção,Protection Relay,relé prot.,prot. relay,relé de sobrecarga | relé térmico,overload relay | motor protection relay | thermal relay,-,"Dispositivo que monitora parâmetros elétricos do motor (corrente, tensão, temperatura) e atua sobre o disjuntor ou contator para proteger o motor contra sobrecarga, falta de fase, subtensão e outros distúrbios.","Device that monitors motor electrical parameters (current, voltage, temperature) and acts on the circuit breaker or contactor to protect the motor against overload, phase loss, undervoltage, and other disturbances.","Funções típicas: 49 (sobrecarga) | 50/51 (sobrecorrente) | 46 (desequilíbrio) | 27/59 (sub/sobretensão) | 37 (corrente mínima) | 50N (terra) | Tempo de atuação: 20 ms a 10 s (conforme função e ajuste de curva) | Corrente de pickup típica (49): 1,05 a 1,15 × In | Comunicação: Modbus RTU | IEC 61850 GOOSE | DNP3 | Auto-alimentado: tensão auxiliar 24 VDC a 250 VDC ou AC 100–240 V",IEC 60255 | ANSI/IEEE C37.96,rele_protecao_modelo,"Funções ANSI comuns: 49 (térmica), 51 (sobrecorrente), 46 (sequência negativa/falta de fase), 27 (subtensão).","Common ANSI functions: 49 (thermal), 51 (overcurrent), 46 (negative sequence/phase loss), 27 (undervoltage).",2026-04-29,pt-BR / en-US,manual_tecnico,"Normalizar: relé proteção | relay | protection relay | PR → rele_protecao_modelo. Registrar fabricante, modelo e funções ANSI (ex.: 49 = sobrecarga térmica; 50/51 = sobrecorrente; 46 = desequilíbrio).",Relé de proteção (função elétrica) difere de relé de controle (lógica de comando) — registrar código de função ANSI para desambiguar tipo; ex.: relé 49 = proteção térmica de motor.,,,MP004 | IS002 | IS001
SI007,sensores_instrumentacao,IIoT,IIoT,IIoT,IIoT,Internet Industrial das Coisas | Industrial IoT,Industrial Internet of Things | Industry 4.0 connectivity,-,"Rede de dispositivos físicos industriais interconectados com capacidade de coleta, processamento e transmissão de dados operacionais via protocolos de comunicação (MQTT, OPC-UA) para plataformas de análise e manutenção preditiva.","Network of interconnected industrial physical devices capable of collecting, processing, and transmitting operational data via communication protocols (MQTT, OPC-UA) to analytics and predictive maintenance platforms.","Protocolos: MQTT v3.1.1/v5 | OPC-UA (IEC 62541) | Modbus TCP | PROFINET | EtherNet/IP | Frequência de transmissão: 100 ms a 60 s (conforme grandeza e prioridade) | Segurança: TLS 1.2+ | autenticação por certificado X.509 | IEC 62443 | Topologia: estrela (gateway central) | mesh (WirelessHART, ISA100) | hierárquica | Latência máx aceitável: < 500 ms (monitoramento) | < 100 ms (controle)",IEC 62443 | OPC-UA IEC 62541,conectividade_iiot,"Protocolos comuns: MQTT, OPC-UA, Modbus TCP, PROFINET, EtherNet/IP.","Common protocols: MQTT, OPC-UA, Modbus TCP, PROFINET, EtherNet/IP.",2026-04-29,pt-BR / en-US,manual_tecnico,Normalizar: IIoT | industrial IoT | MQTT | OPC-UA | conectividade | iiot → conectividade_iiot. Protocolos aceitos: MQTT | OPC-UA | Modbus-TCP | PROFINET | EtherNet-IP | REST-HTTP. Normalizar para uppercase.,"IIoT (Industrial IoT) é o ecossistema; MQTT e OPC-UA são protocolos específicos — registrar nível de abstração correto: campo conectividade_iiot para protocolo usado, não para o conceito genérico.",,,SI001 | SI002 | SI008
SI008,arquitetura_digital_twin,Digital Twin,Digital Twin,DT,DT,gêmeo digital | réplica digital,virtual replica | digital mirror,-,"Representação digital dinâmica de um ativo físico (motor elétrico) que replica seu comportamento, estado e histórico em tempo real. Alimentado por dados de sensores, modelos físicos e histórico de manutenção para suporte à decisão.","Dynamic digital representation of a physical asset (electric motor) that replicates its behavior, state, and history in real time. Fed by sensor data, physical models, and maintenance history for decision support.",Tipos conforme ISO 23247: Tipo 1 (dados) | Tipo 2 (modelo) | Tipo 3 (simulação) | Tipo 4 (autônomo) | Latência de espelhamento: < 1 s (parâmetros críticos) | < 1 min (histórico) | Acurácia do modelo físico: desvio < 5% vs medição real (KPI de fidelidade do twin) | Camadas: dados (telemetria) | serviços (modelos) | funcional (aplicações PLN/PdM) | negócios | Integração: SAP EAM | SCADA | CMMS | MES | ERP via API REST ou OPC-UA,ISO 23247 | IEC 63278,digital_twin_id,"Núcleo do projeto Forzy: DT do motor integra dados de PLN, telemetria de sensores e modelos de degradação.","Core of the Forzy project: motor DT integrates NLP data, sensor telemetry, and degradation models.",2026-04-29,pt-BR / en-US,manual_tecnico,Normalizar: digital twin | DT | gêmeo digital | twin | dt_id → digital_twin_id. Formato ID: DT-[PLANTA]-[TAG]-[versão]. Exemplo: DT-BR01-MTR1001-v1. ISO 23247.,"Digital Twin pode ser instância de dados (data twin), modelo de simulação (simulation twin) ou twin de processo (process twin) — especificar tipo no registro para orientar os módulos de PLN das próximas sprints.",,DT001 | DT002 | DT003 | DT004 | DT005,MP001 | SI007 | TN003 | EL001
GE011,grandezas_eletricas,Potência Reativa,Reactive Power,Q,Q,potência reativa,reactive power | reactive volt-amperes,kVAr,"Componente da potência elétrica que oscila entre a fonte e a carga sem ser convertida em trabalho. Em motores de indução, é consumida para criar o campo magnético. Sua redução melhora o fator de potência.","Component of electrical power that oscillates between source and load without being converted to work. In induction motors, it is consumed to create the magnetic field. Its reduction improves power factor.","Potência reativa gerada por capacitor de correção: 10 kVAr a 1000 kVAr (banco de capacitores) | FP sem correção de motor de indução: 0,60 a 0,85 em plena carga | 0,20 a 0,40 em vazio | Meta FP após correção: ≥ 0,95 (exigência concessionária no Brasil — ANEEL Resolução 414) | Unidade: kVAr | MVAr | Relação: S² = P² + Q² | Q = P × tan(φ)",IEC 60034-1,potencia_reativa_kvar,Q = P × tan(φ). Compensada por banco de capacitores para melhorar fp e reduzir demanda de kVA.,Q = P × tan(φ). Compensated by capacitor banks to improve PF and reduce kVA demand.,2026-04-29,pt-BR / en-US,norma_tecnica,"Normalizar: Q | kVAR | var | potência reativa | reactive power → potencia_reativa_kvar. Regex: (?i)(\bq\b|kvar|var|pot\.?\s*reat|reactive\s*power)\s*[:=]?\s*(\d+[.,]?\d*)\s*(k?var)?","Q pode ser potência reativa (kVAR), fator de qualidade de bobinas ou fluxo volumétrico em sistemas de refrigeração — contexto elétrico: Q + kVAR = potência reativa.",,,GE002 | GE003
IS005,isolamento_protecao,Elevação de Temperatura,Temperature Rise,ΔT,ΔT,aquecimento do motor | elevação térmica,thermal rise | winding temperature rise,K ou °C,Diferença entre a temperatura do enrolamento ou outra parte do motor em regime permanente e a temperatura ambiente de referência (40°C). Limites definidos pela classe de isolamento.,Difference between the winding or other motor part temperature at steady state and the reference ambient temperature (40°C). Limits defined by insulation class.,Classe B: ΔT ≤ 80 K | Classe F: ΔT ≤ 105 K | Classe H: ΔT ≤ 125 K,IEC 60034-1 | NBR 17094,elevacao_temperatura_k,Ensaio de elevação de temperatura é um dos testes de tipo obrigatórios pela IEC 60034-1.,Temperature rise test is one of the mandatory type tests per IEC 60034-1.,2026-04-29,pt-BR / en-US,norma_tecnica,"Normalizar: elevação temp | temp rise | ΔT | delta_T | temperature rise → elevacao_temperatura_k. Registrar em K (kelvin = variação, equivalente a °C de diferença). IEC: limite = classe_isolamento - 10K (margem de segurança).",Elevação de temperatura (K) difere da temperatura absoluta de operação (°C) — elevação é o delta entre temperatura do enrolamento e temperatura ambiente; não substituir por valor absoluto.,,,TM005 | IS003 | PO004
CM009,componentes_motor,Resistência de Aquecimento,Space Heater,res. aq.,SH,resistor anti-condensação | aquecedor de motor,anti-condensation heater | standstill heater | motor heater,W (Watt),"Resistência elétrica instalada no interior do motor que opera quando o motor está parado para manter temperatura interna ligeiramente acima da temperatura ambiente, evitando condensação de umidade sobre os enrolamentos.","Electrical resistance installed inside the motor that operates when the motor is stopped to maintain internal temperature slightly above ambient temperature, preventing moisture condensation on windings.",25 W a 200 W conforme carcaça,IEC 60034-1,resistencia_aquecimento_w,Alimentada por circuito auxiliar independente (220 V ou 110 V). Deve ser desligada antes de energizar o motor.,Powered by an independent auxiliary circuit (220 V or 110 V). Must be de-energized before starting the motor.,2026-04-29,pt-BR / en-US,manual_tecnico,"Normalizar: resist. aq. | space heater | aquecedor | heater → resistencia_aquecimento_w. Registrar potência em W; se tensão de alimentação disponível, registrar também em campo auxiliar (tension_heater_v).","""Resistência de aquecimento"" (space heater) não se confunde com resistência de isolamento; ambas usam ""R"" em siglas — qualificar: R_heat = aquecimento; R_iso = isolamento.",,,CM004 | GM001 | TF001
TF009,tipos_falha,Falta de Fase,Phase Loss,falta_fase,PH_LOSS,monofasismo | perda de fase,single phasing | phase failure | open phase,-,"Condição em que uma das três fases de alimentação do motor trifásico é perdida. O motor continua operando com apenas duas fases, causando correntes muito elevadas nas fases remanescentes e sobreaquecimento severo.","Condition where one of the three supply phases of the three-phase motor is lost. The motor continues operating on only two phases, causing very high currents in the remaining phases and severe overheating.",Corrente no motor com falta de fase: 130% a 200% da corrente nominal trifásica | Tempo de atuação do relé de desequilíbrio (46): < 5 s (motores até 100 kW) | Desequilíbrio de tensão associado: 100% (fase faltante) | Temperatura de enrolamento: sobe 15°C a 30°C por minuto sem proteção | Detecção: relé de falta de fase ou relé de desequilíbrio (ANSI 46),IEC 60034-26 | NEMA MG1,historico_falta_fase,"Se não protegido, causa queima dos enrolamentos em minutos. Detectado por relé ANSI 46 (sequência negativa de corrente).","If unprotected, causes winding burnout within minutes. Detected by ANSI 46 relay (negative sequence current).",2026-04-29,pt-BR / en-US,manual_tecnico,Normalizar: falta de fase | phase loss | phase failure | open phase | TF009 → historico_falta_fase. Registrar fase faltante (L1/L2/L3 ou R/S/T) se disponível.,Falta de fase pode ser confundida com desequilíbrio de tensão severo — distinguir: falta de fase = tensão zero em uma fase; desequilíbrio = assimetria percentual sem perda total.,,,CM002 | IS001 | TF008
TF010,tipos_falha,Curto à Terra,Ground Fault,CC-terra,GND_FAULT,falta à terra | curto ao terra,earth fault | ground leakage,-,Falha de isolamento que estabelece um caminho condutor entre o enrolamento do motor e a carcaça (terra). Situação perigosa para pessoas e equipamentos. Detectado por relé diferencial ou relé de terra.,Insulation failure establishing a conductive path between the motor winding and the housing (ground). Dangerous situation for people and equipment. Detected by differential relay or ground fault relay.,Corrente de fuga terra: > 30 mA (risco humano) | > 500 mA (dano motor) | Resistência de fuga: < 1 MΩ (limite IEEE 43 — 1 MΩ por kV de tensão nominal) | Tensão aplicada no ensaio: 500 VDC (motores até 1 kV) | 1000 VDC (acima de 1 kV) | Tempo de atuação relé de terra (50N): 100 ms a 500 ms (conforme ajuste de sensibilidade) | Causa típica: umidade + poeira condutiva | envelhecimento isolamento | sobretensão transitória,IEC 60034 | NBR 5410,historico_curto_terra,Identificado por resistência de isolamento < 1 MΩ. Requer reparo imediato do enrolamento ou substituição do motor.,Identified by insulation resistance < 1 MΩ. Requires immediate winding repair or motor replacement.,2026-04-29,pt-BR / en-US,manual_tecnico,Normalizar: curto terra | ground fault | earth fault | TF010 → historico_curto_terra. Registrar resistência de falta em Ω se disponível.,Curto à terra (fase-terra) difere de curto entre fases (fase-fase) — registrar impedância de falta: baixa (<1 Ω) = curto direto; alta (>1 kΩ) = falta de alta impedância.,,,CM002 | IS001 | TF009
MP009,manutencao_preditiva,Lubrificação,Lubrication,lubr.,lube,relubrificação | engraxamento,relubrication | bearing greasing | re-greasing,-,"Aplicação de lubrificante (geralmente graxa) nos rolamentos do motor para reduzir atrito e desgaste, dissipar calor e proteger contra corrosão. Realizada em intervalos definidos por horas de operação ou calendário.","Application of lubricant (usually grease) to motor bearings to reduce friction and wear, dissipate heat, and protect against corrosion. Performed at intervals defined by operating hours or calendar.",Intervalo típico: 2000–4000 h,ISO 281 | DIN 51825,intervalo_lubrificacao_horas,Excesso de graxa é tão prejudicial quanto a falta. Temperatura é o principal fator de determinação do intervalo.,Excess grease is as harmful as insufficient grease. Temperature is the primary factor in determining the interval.,2026-04-29,pt-BR / en-US,registro_operacional,"Normalizar: lubrificação | lubrication | lub. | greasing → intervalo_lubrificacao_horas. Registrar intervalo em horas (ex.: 2000 h). Tipo de lubrificante em campo auxiliar (grau NLGI, especificação DIN 51825).","Intervalo de lubrificação varia conforme temperatura, velocidade e carga — não usar intervalo padrão sem verificar condições de operação. Registrar condições de cálculo junto ao intervalo.",,,MP003 | MP007 | SI008
GE013,grandezas_eletricas,Corrente de Partida,Starting Current,Ip,Is,corrente de arranque | rush current,inrush current | locked rotor current | LRC,A (Ampere),"Corrente absorvida pelo motor no momento da partida direta, quando o rotor está parado. Tipicamente de 5 a 8 vezes a corrente nominal (In). Pode causar quedas de tensão na rede e acionamentos de proteções.","Current absorbed by the motor at the moment of direct starting, when the rotor is at rest. Typically 5 to 8 times the rated current (In). May cause voltage drops in the network and protection tripping.",5 × In a 8 × In,IEC 60034-12 | NEMA MG1,corrente_partida_a,"Reduzida por partidas suaves: estrela-triângulo, autotransformador, soft-starter ou VFD.","Reduced by soft starting methods: star-delta, autotransformer, soft-starter, or VFD.",2026-04-29,pt-BR / en-US,norma_tecnica,"Normalizar: Ip | Is | Ipart. | starting current | corrente de partida | locked rotor current → corrente_partida_a. Regex: (?i)(i[ps]|ipart\.?|start\w*\s*curr|corr\.?\s*part|lock\w*\s*rot)\s*[:=]?\s*(\d+[.,]?\d*)\s*a?",Ip (corrente de partida) pode ser confundido com Ip de proteção de relés (pickup current) — contexto de motor em partida ou especificação de placa: Ip = corrente de arranque.,,,GE004 | GE001
PO007,parametros_operacao,Velocidade Síncrona,Synchronous Speed,ns,ns,velocidade de sincronismo,synchronous rotational speed,rpm,Velocidade de rotação do campo magnético giratório criado pelo estator. Determinada exclusivamente pela frequência da rede e pelo número de polos do motor. O rotor nunca alcança a velocidade síncrona (há sempre escorregamento).,Rotational speed of the rotating magnetic field created by the stator. Determined solely by the network frequency and the number of motor poles. The rotor never reaches synchronous speed (there is always slip).,ns = (120 × f) / P,IEC 60034-1,velocidade_sincrona_rpm,Para 4 polos/60 Hz: ns = 1800 rpm; para 4 polos/50 Hz: ns = 1500 rpm.,For 4 poles/60 Hz: ns = 1800 rpm; for 4 poles/50 Hz: ns = 1500 rpm.,2026-04-29,pt-BR / en-US,placa_equipamento,Normalizar: ns | n_sinc | velocidade síncrona | synchronous speed | Vs → velocidade_sincrona_rpm. Fórmula: ns = 120×f/p. Registrar em RPM.,Velocidade síncrona (ns) difere da velocidade nominal do rotor (nr = ns × (1−s)) — ns é valor calculado; nr é valor medido/de placa. Não substituir um pelo outro.,,,GM001 | GE004 | TM001
NC004,normas_certificacoes,Certificação INMETRO,INMETRO Certification,INMETRO,INMETRO,certificado de conformidade | OCP,Brazilian conformity certification | compulsory certification,-,"Certificação obrigatória emitida pelo INMETRO (Instituto Nacional de Metrologia, Qualidade e Tecnologia) para comercialização de motores elétricos trifásicos no Brasil, atestando conformidade com requisitos de eficiência energética.","Mandatory certification issued by INMETRO (Brazilian National Institute of Metrology, Quality and Technology) for the marketing of three-phase electric motors in Brazil, attesting conformity with energy efficiency requirements.","Portaria INMETRO 217/2020: motores IE2 obrigatório > 1 kW | IE3 obrigatório > 15 kW (desde 2023) | Número de certificado: formato AA.AAAA.NNNNNN-N | Validade do certificado: 3 anos (sujeito a renovação e ensaios periódicos) | Requisito de ensaio: eficiência medida conforme IEC 60034-2-1 (método de entrada-saída) | Etiqueta ENCE: obrigatória na embalagem e no motor (A a E, sendo A mais eficiente)",Portaria INMETRO 217/2020 | NBR 17094,certificacao_inmetro,Número OCP deve constar na placa do motor e documentação. Consulta em www.inmetro.gov.br.,OCP number must appear on the motor nameplate and documentation. Check at www.inmetro.gov.br.,2026-04-29,pt-BR / en-US,norma_tecnica,Normalizar: INMETRO | certificação INMETRO | portaria 217 | PBE → certificacao_inmetro. Registrar número do certificado e data de validade quando disponível.,Certificação INMETRO (eficiência energética) difere de certificação ATEX/Ex (área classificada) — ambas podem estar presentes no mesmo motor; registrar separadamente em certificacao_inmetro e protecao_ex.,,,TN006 | NC001 | GE003
TN006,tags_nomenclatura,Carcaça IEC,IEC Frame,frame,IEC frame,frame do motor | dimensão do motor,motor frame size | mounting dimensions,-,"Designação normalizada pela IEC 60072-1 que define as dimensões de montagem, altura de eixo e distância entre furos de fixação do motor. Garante intercambiabilidade entre fabricantes.","Designation standardized by IEC 60072-1 defining motor mounting dimensions, shaft height, and fixing hole spacing. Ensures interchangeability between manufacturers.",80 | 90L | 100L | 112M | 132S | 132M | 160M | 160L | 180M | 200L | 225M | 250M | 280S | 315M,IEC 60072-1 | NBR 6066,carcaca_iec,"Número = altura do eixo em mm. Letras (S, M, L) indicam comprimento do pacote do estator.","Number = shaft height in mm. Letters (S, M, L) indicate stator core length.",2026-04-29,pt-BR / en-US,ficha_cadastro_ativo,"Normalizar: carcaça IEC | IEC frame | frame | carcaca → carcaca_iec. Formato: número + letra de variante (ex.: 132S, 160M, 200L). Número = distância eixo-base (mm); letra = comprimento (S=curto, M=médio, L=longo).",Carcaça IEC e NEMA usam sistemas numéricos distintos — IEC 160M ≠ NEMA 160. Indicar norma explicitamente; não comparar frames de sistemas diferentes sem tabela de conversão.,,,TN001 | TN007 | NC004
MP010,manutencao_preditiva,Análise de Causa Raiz,Root Cause Analysis,ACR,RCA,análise de falha | investigação de causa raiz,failure analysis | root cause failure analysis | RCFA,-,"Metodologia estruturada para identificar as causas fundamentais de falhas de equipamentos, visando eliminar a causa raiz e prevenir recorrência. Utiliza técnicas como diagrama de Ishikawa, 5 Porquês e árvore de falhas.","Structured methodology to identify the fundamental causes of equipment failures, aiming to eliminate the root cause and prevent recurrence. Uses techniques such as Ishikawa diagram, 5 Whys, and fault tree analysis.",Metodologias: 5 Porquês | Diagrama de Ishikawa (Espinha de Peixe) | FTA (Fault Tree Analysis) | FMEA | Apollo RCA | Tempo para conclusão: 1 dia (falha simples) a 30 dias (falha sistêmica complexa) | Campos obrigatórios do registro: data da falha | TAG | descrição | causa raiz | ação corretiva | responsável | prazo | Índice de recorrência: meta < 10% (falha não deve se repetir em 12 meses) | Integração: registrar em SAP-PM (ordem PM) | CMMS | campo rca_registro do cadastro do ativo,ISO 14224 | IEC 62740,rca_registro,Documentar todas as ACR no histórico do ativo. Alimenta base de conhecimento do digital twin.,Document all RCAs in the asset history. Feeds the digital twin's knowledge base.,2026-04-29,pt-BR / en-US,registro_operacional,Normalizar: RCA | análise causa raiz | root cause analysis | ACR → rca_registro. Metodologias aceitas: ishikawa | 5_porques | fmea | bowtie | rca_taproot. Normalizar para snake_case.,"RCA pode ser Root Cause Analysis ou ""residual current analyser"" (relé de corrente residual) — contexto manutenção preditiva / ordem de serviço: RCA = análise de causa raiz.",,,MP001 | MP003 | SI008
TN007,tags_nomenclatura,Descrição do Ativo,Asset Description,desc.,desc.,descrição funcional | descrição do equipamento | campo de descrição,asset description field | equipment description | functional description,-,"Campo textual livre do cadastro do ativo que identifica o equipamento em linguagem natural, incluindo tipo, função, localização e características operacionais relevantes para manutenção e operação.","Free-text field in the asset record that identifies the equipment in natural language, including type, function, location, and operational characteristics relevant for maintenance and operation.",Motor elétrico trifásico 75 kW | Bomba centrífuga 55 kW 4 polos | Compressor de ar 110 kW,ISO 14224 | ISA 5.1,descricao_ativo,Campo obrigatório no cadastro do ativo. Deve seguir padrão: [tipo] + [potência/porte] + [função]. Usado como entrada primária para modelos de PLN e busca semântica.,Mandatory field in asset registration. Should follow pattern: [type] + [power/size] + [function]. Used as primary input for NLP models and semantic search.,2026-04-29,pt-BR / en-US,ficha_cadastro_ativo,Normalizar: descrição ativo | asset description | desc. ativo → descricao_ativo. Formato recomendado: [Tipo]_[Fabricante]_[Potência]_[Tensão]_[RPM]_[Frame]. Exemplo: Motor_WEG_15kW_380V_1750rpm_160M.,Sem ambiguidade de desambiguação técnica; padronizar formato para habilitar busca estruturada e parsing automático no módulo de PLN.,,,TN001 | TN006 | NC001
TN008,tags_nomenclatura,Especificação Técnica,Technical Specification,espec.,spec.,ficha técnica | dados de placa | especificação do equipamento | datasheet,nameplate data | equipment datasheet | technical data sheet | TDS,-,"Conjunto estruturado de parâmetros técnicos nominais do ativo, extraídos da placa de identificação ou do manual do fabricante, que define a faixa de operação segura e serve de referência para monitoramento e manutenção.","Structured set of nominal technical parameters of the asset, extracted from the nameplate or manufacturer manual, defining the safe operating range and serving as reference for monitoring and maintenance.",Tensão: 380 V | Corrente: 147 A | Potência: 75 kW | Rotação: 1775 rpm | Classe: F | IP55,NBR 17094 | IEC 60034-1 | ISO 14224,especificacao_tecnica,"Campo consolidado que agrega tensao_nominal_v, corrente_nominal_a, potencia_nominal_kw, velocidade_nominal_rpm, classe_termica e grau_de_protecao. Essencial para geração automática de relatórios do digital twin.","Consolidated field aggregating tensao_nominal_v, corrente_nominal_a, potencia_nominal_kw, velocidade_nominal_rpm, thermal_class, and protection_degree. Essential for automatic digital twin report generation.",2026-04-29,pt-BR / en-US,placa_equipamento,"Normalizar: especificação técnica | datasheet | spec. | ficha técnica → especificacao_tecnica. Registrar referência ao documento (URL, código do documento ou número de revisão), não reproduzir o conteúdo.","""Especificação técnica"" pode ser documento do fabricante (datasheet) ou especificação de compra (purchase specification) — registrar tipo de documento: ""datasheet_fabricante"" vs. ""especificacao_compra"".",,,TN001 | TN003 | SI008
GE012,grandezas_eletricas,Distorção Harmônica Total,Total Harmonic Distortion,DHT,THD,THD | taxa de distorção harmônica | distorção total,THD | total harmonic content | harmonic distortion factor,%,"Métrica que expressa o conteúdo harmônico total de uma forma de onda como percentual da componente fundamental. THD-V para tensão, THD-I para corrente. Valores altos causam sobreaquecimento e redução de rendimento.","Metric expressing total harmonic content of a waveform as a percentage of the fundamental component. THD-V for voltage, THD-I for current. High values cause overheating and efficiency reduction.",THD-V < 5% (IEEE 519) | THD-I < 8% típico industrial,IEEE 519 | IEC 61000-3-2 | IEC 61000-4-7,distorcao_harmonica_total,Diferente de Harmônicos (GE010): THD é a métrica agregada; harmônicos são as componentes individuais.,Distinct from Harmonics (GE010): THD is the aggregate metric; harmonics are individual components.,2026-04-29,pt-BR / en-US,norma_tecnica,"Normalizar: THD | DTH | TDH | distorção harmônica total | total harmonic distortion → distorcao_harmonica_total. Regex: (?i)(thd|dth|tdh|dist\.?\s*harm|total\s*harm\w*)\s*[:=]?\s*(\d+[.,]?\d*)\s*%?",THD pode ser expresso como percentual da fundamental (THD-F) ou do valor RMS total (THD-R) — valores divergem; registrar variante usada. IEEE 519 usa THD-F.,,,GE003 | GE005
TM001,tipos_motor,Motor de Indução Trifásico,Three-Phase Induction Motor,MIT,TPIM,motor assíncrono trifásico | motor de gaiola | motor CA trifásico,squirrel cage motor | three-phase asynchronous motor | AC induction motor,-,"Motor elétrico CA mais comum na indústria, operando por indução eletromagnética entre estator e rotor sem contato elétrico direto. Disponível em rotor de gaiola (mais robusto) ou rotor bobinado (com anéis coletores para controle de torque).","Most common industrial AC motor, operating by electromagnetic induction between stator and rotor without direct electrical contact. Available with squirrel cage rotor (more robust) or wound rotor (slip rings for torque control).","0,18 kW a 10 MW | 220 V a 13,8 kV | 2 a 24 polos",NBR 17094 | IEC 60034-1 | NEMA MG1,tipo_motor,Tipo de ativo primário do projeto Forzy. Subtipos: rotor gaiola (TM002) e rotor bobinado (TM003).,Primary asset type for Forzy project. Subtypes: squirrel cage (TM002) and wound rotor (TM003).,2026-04-29,pt-BR / en-US,manual_tecnico,"Normalizar: MIT | motor indução trifásico | induction motor | 3-phase motor | squirrel cage → tipo_motor. Valor canônico: ""motor_inducao_trifasico"". Normalizar sigla ""MIT"" e variantes em inglês.","""Motor de indução trifásico"" é o hiperônimo que engloba gaiola de esquilo e rotor bobinado — registrar subtipo em campo complementar (tipo_rotor: gaiola_esquilo | rotor_bobinado) para granularidade de PLN.",,TM002 | TM003,GE001 | GE002 | GE003 | NC001
TM002,tipos_motor,Motor de Rotor Gaiola de Esquilo,Squirrel Cage Induction Motor,MRGE,SCIM,gaiola de esquilo | rotor em curto-circuito | motor de indução padrão,squirrel cage motor | cage motor | short-circuit rotor motor,-,"Subtipo de motor de indução com rotor formado por barras condutoras curto-circuitadas nas extremidades. Mais robusto, econômico e de menor manutenção. Não permite controle direto de resistência de rotor.","Induction motor subtype with rotor formed by conductive bars short-circuited at both ends. Most robust, economical and low-maintenance. Does not allow direct rotor resistance control.","Motor IE1 | IE2 | IE3 | IE4 | Potência: 0,18 kW a 355 kW | Tensão: 220/380/440/690 V | Carcaça IEC: 63 a 355 | Rotação: 3600/1800/1200/900 rpm (2/4/6/8 polos)",IEC 60034-1 | NBR 17094 | NEMA MG1,tipo_motor,Amplamente utilizado com inversores (VFD). Falha típica: barras quebradas do rotor (TF003).,Widely used with VFDs. Typical fault: broken rotor bars (TF003).,2026-04-29,pt-BR / en-US,manual_tecnico,"Normalizar: gaiola de esquilo | squirrel cage | cage motor | SCIM → tipo_motor. Valor canônico: ""motor_gaiola_esquilo"". Normalizar ""cage"" → ""gaiola_esquilo"".","Motor de gaiola de esquilo é subtipo de motor de indução trifásico — ao registrar tipo_motor, garantir que hierarquia pai-filho seja mantida: tipo_motor = gaiola_esquilo implica also motor_inducao_trifasico.",TM001,,NC002 | AC001 | PO006
TM003,tipos_motor,Motor de Rotor Bobinado,Wound Rotor Induction Motor,MRB,WRIM,motor de anéis | motor slip ring | rotor com anéis coletores,slip ring motor | wound rotor motor | ring motor,-,"Motor de indução com rotor bobinado e anéis coletores para inserção de resistências externas, permitindo controle de torque de partida e velocidade. Maior manutenção que o de gaiola (escovas e anéis).","Induction motor with wound rotor and slip rings for external resistance insertion, allowing starting torque and speed control. More maintenance than cage type (brushes and rings).","Potência: 15 kW a 5 MW | Tensão rotor: 100 V a 1000 V (fase) | Tensão estator: 380 V a 13,8 kV | Rotação: 600 a 1800 rpm | Resistência externa: 0 Ω (curto) a R_ext máx por projeto",IEC 60034-1 | NBR 17094,tipo_motor,"Usado em cargas com alto torque de partida (compressores, guindastes). Manutenção adicional: escovas de grafite e anéis coletores.","Used in high starting torque loads (compressors, cranes). Extra maintenance: graphite brushes and slip rings.",2026-04-29,pt-BR / en-US,manual_tecnico,"Normalizar: rotor bobinado | wound rotor | slip ring motor | WRIM → tipo_motor. Valor canônico: ""motor_rotor_bobinado"". Registrar presença de resistência de partida externa se aplicável.","Motor de rotor bobinado pode ser chamado de ""motor de anéis"" (slip-ring motor) — ambas as denominações são corretas; normalizar para ""motor_rotor_bobinado"" independente da nomenclatura usada.",TM001,,AC001 | PO007
